id	paso	clase	capitulo	linea	lectura
dictar_ritmo_crecimiento_preguntas_escritas	3	T	cap_07	L279	the key position you are aiming your business to hold in the marketplace
dictar_ritmo_crecimiento_preguntas_escritas	4	T	cap_07	L281	Where do I wish to be? When do I wish to be there? How much capital ... How many people, doing what work, and how? What technology ... How large a space ... at Benchmark One, Two, Three
dictar_ritmo_crecimiento_preguntas_escritas	5	T	cap_07	L283	Will you be wrong at times? Will you make mis takes? Will you change your mind? ... you will also have contingency plans in place. Best case, worst case
dictar_ritmo_crecimiento_preguntas_escritas	6	T	cap_07	L285	even while you're guessing, the key is to plan, envision, and articulate what you see in the future both for yourself and for your employees
dictar_ritmo_crecimiento_preguntas_escritas	7	T	cap_07	L285	if you don't articulate it, I mean, write it down, clearly, so others can understand it, you don't own it
dictar_ritmo_crecimiento_preguntas_escritas	8	T	cap_07	L287	Remember, Sarah, any plan is better than no plan
distinguir_tres_tipos_sistemas_negocio	1	T	cap_19	L35	There are three kinds of systems in your business: Hard Systems, Soft Systems, and Information Systems
distinguir_tres_tipos_sistemas_negocio	2	T	cap_19	L37	Hard Systems are inanimate, unliving things. My computer is a Hard System, as are the colors in this office's reception area
distinguir_tres_tipos_sistemas_negocio	3	T	cap_19	L39	Soft Systems are either animate, living, or ideas. You are a Soft System; so is the script for Hamlet
distinguir_tres_tipos_sistemas_negocio	4	T	cap_19	L41	Information Systems are those that provide us with information about the interaction between the other two. Inventory control, cash flow forecasting, and sales activity summary reports
distinguir_tres_tipos_sistemas_negocio	5	T	cap_19	L43	The Innovation, Quantification, Orchestration, and integration of these three kinds of systems in your business is what your Business Development Program is all about
documentar_trabajo_manual_operaciones	1	T	cap_11	L155	Documentation says, This is how we do it here
documentar_trabajo_manual_operaciones	2	T	cap_11	L157	Without documentation, all routinized work turns into exceptions
documentar_trabajo_manual_operaciones	3	T	cap_11	L159	Documentation provides your people with the structure they need and with a written account of how to get the job done in the most efficient and effective way
documentar_trabajo_manual_operaciones	4	T	cap_11	L159	It communicates to the new employees, as well as to the old, that there is a logic to the world in which they have chosen to work, that there is a technology by which results are produced
documentar_trabajo_manual_operaciones	5	T	cap_11	L163	The operative word here is clear; L165 Documentation provides the clarity structure needs if it is to be meaningful to your people
documentar_trabajo_manual_operaciones	6	T	cap_11	L167	structure is reduced to specific means rather than generalized ends, to a literal and simplified task The Technician in each of us needs to understand to do the job at hand
documentar_trabajo_manual_operaciones	7	T	cap_11	L169	The Operations Manual, the repository of the documentation, is therefore best described as a company's How-to-Do-It Guide
documentar_trabajo_manual_operaciones	8	T	cap_11	L171	It designates the purpose of the work
documentar_trabajo_manual_operaciones	9	T	cap_11	L171	specifies the steps needed to be taken while doing that work
documentar_trabajo_manual_operaciones	10	T	cap_11	L171	and summarizes the standards associated with both the process and the result
fingir_prototipo_cinco_mil_replicas	1	T	cap_11	L35	Pretend that the business you own, or want to own, is the prototype ... for 5,000 more just like it; L37 serve as the model for 5,000 more
fingir_prototipo_cinco_mil_replicas	2	T	cap_11	L39	Not almost like it, but just like it. Perfect replicates. Clones
fingir_prototipo_cinco_mil_replicas	3	T	cap_11	L41	pretend that you are going to franchise your business. (Note: I said pretend. I'm not saying that you should.)
fingir_prototipo_cinco_mil_replicas	4	T	cap_11	L43	now that you know what the game is, the franchise game, understand that there are rules to follow if you are to win (la cuenta seis es la de la lista numerada de L45 a L55)
fingir_prototipo_cinco_mil_replicas	5	T	cap_11	L45	The model will provide consistent value to your customers, employees, suppliers, and lenders, beyond what they expect
fingir_prototipo_cinco_mil_replicas	6	T	cap_11	L47	The model will be operated by people with the lowest possible level of skill
fingir_prototipo_cinco_mil_replicas	7	T	cap_11	L49	The model will stand out as a place of impeccable order
fingir_prototipo_cinco_mil_replicas	8	T	cap_11	L51	All work in the model will be documented in Operations Manuals
fingir_prototipo_cinco_mil_replicas	9	T	cap_11	L53	The model will provide a uniformly predictable service to the customer
fingir_prototipo_cinco_mil_replicas	10	T	cap_11	L55	The model will utilize a uniform color, dress, and facilities code
fingir_prototipo_cinco_mil_replicas	11	T	cap_11	L57	Let's take a look at each of these rules in turn
hacer_trabajo_futuro_imaginar_negocio	1	T	cap_04	L285	An Entrepreneur does the work of envisioning the business as something apart from you, the owner
hacer_trabajo_futuro_imaginar_negocio	2	T	cap_04	L285	The work of asking all the right questions about why this business, as opposed to that business? Why a pie baking business rather than a body shop?
hacer_trabajo_futuro_imaginar_negocio	3	T	cap_04	L285	If you are a baker of pies and are determined to do entrepreneurial work, you would leave your pie-baking experience behind you
hacer_trabajo_futuro_imaginar_negocio	4	T	cap_04	L287	It's time for me to create a new life. It's time for me to challenge my imagination and to begin the process of shaping an entirely new life
hacer_trabajo_futuro_imaginar_negocio	5	T	cap_04	L287	One that can give me everything that I want, one that doesn't require me to be there all the time, one that has the potential to be stunningly unique, one that people will talk about ... will come back
hacer_trabajo_futuro_imaginar_negocio	6	T	cap_04	L289	I wonder what that business would be? ... is the truly entrepreneurial question. The dreaming question ... at the heart of the work of an Entrepreneur
hacer_trabajo_futuro_imaginar_negocio	7	T	cap_04	L291	That's the work the entrepreneurial personality does at the outset of her business and at each and every stage along the way ... I call it Future Work
interrogar_negocio_cinco_preguntas	1	T	cap_11	L245	Go to work on your business rather than in it
interrogar_negocio_cinco_preguntas	2	T	cap_11	L247	Go to work on your business as if it were the pre-production prototype of a mass-produceable product
interrogar_negocio_cinco_preguntas	3	T	cap_11	L249	Think of your business as something apart from yourself, as a world of its own ... as a solution to somebody else's problem
interrogar_negocio_cinco_preguntas	4	T	cap_11	L251	Think of your business as anything but a job!
interrogar_negocio_cinco_preguntas	5	T	cap_11	L255	How can I get my business to work, but without me?
interrogar_negocio_cinco_preguntas	6	T	cap_11	L257	How can I get my people to work, but without my constant interference?
interrogar_negocio_cinco_preguntas	7	T	cap_11	L259	How can I systematize my business in such a way that it could be replicated 5,000 times, so the 5,000th unit would run as smoothly as the first?
interrogar_negocio_cinco_preguntas	8	T	cap_11	L261	How can I own my business, and still be free of it?
interrogar_negocio_cinco_preguntas	9	T	cap_11	L263	How can I spend my time doing the work I love to do rather than the work I have to do?
interrogar_negocio_cinco_preguntas	10	T	cap_11	L265	If you ask yourself these questions, you'll eventually come face-to-face with the real problem: that you don't know the answers!
medir_sistema_venta_trece_indicadores_benchmark	1	T	cap_19	L311	How many calls were made?
medir_sistema_venta_trece_indicadores_benchmark	2	T	cap_19	L313	How many prospects were reached?
medir_sistema_venta_trece_indicadores_benchmark	3	T	cap_19	L315	How many appointments were scheduled?
medir_sistema_venta_trece_indicadores_benchmark	4	T	cap_19	L317	How many appointments were confirmed?
medir_sistema_venta_trece_indicadores_benchmark	5	T	cap_19	L319	How many appointments were held?
medir_sistema_venta_trece_indicadores_benchmark	6	T	cap_19	L321	How many Needs Analysis Presentations were scheduled?
medir_sistema_venta_trece_indicadores_benchmark	7	T	cap_19	L323	How many Needs Analyses were confirmed?
medir_sistema_venta_trece_indicadores_benchmark	8	T	cap_19	L325	How many Needs Analyses were completed?
medir_sistema_venta_trece_indicadores_benchmark	9	T	cap_19	L327	How many Solutions Presentations were scheduled?
medir_sistema_venta_trece_indicadores_benchmark	10	T	cap_19	L329	How many Solutions Presentations were confirmed?
medir_sistema_venta_trece_indicadores_benchmark	11	T	cap_19	L331	How many Solutions Presentations were completed?
medir_sistema_venta_trece_indicadores_benchmark	12	T	cap_19	L333	How many solutions were sold?
medir_sistema_venta_trece_indicadores_benchmark	13	T	cap_19	L335	What was the average dollar value?
medir_sistema_venta_trece_indicadores_benchmark	14	T	cap_19	L337	The information should be recorded on a form, either manually or as a database on your computer
operar_modelo_gente_destreza_minima	1	T	cap_11	L87	if your model depends on highly skilled people, it's going to be impossible to replicate. Such people are at a premium ... They're also expensive, thus raising the price
operar_modelo_gente_destreza_minima	2	T	cap_11	L89	By lowest possible level of skill I mean the lowest possible level necessary to fulfill the functions for which each is intended
operar_modelo_gente_destreza_minima	3	T	cap_11	L89	Obviously, if yours is a legal firm, you must have attorneys. If yours is a medical firm, you must have physicians
operar_modelo_gente_destreza_minima	4	T	cap_11	L89	But you don't need to hire brilliant attorneys or brilliant physicians. You need to create the very best system through which good attorneys and good physicians can be leveraged to produce exquisite results
operar_modelo_gente_destreza_minima	5	T	cap_11	L91	The question you need to keep asking yourself is: How can I give my customer the results he wants systematically rather than personally?
operar_modelo_gente_destreza_minima	6	T	cap_11	L93	How can I create an expert system rather than hire one?
operar_modelo_gente_destreza_minima	7	T	cap_11	L103	the system becomes the tools your people use to increase their productivity, to get the job done in the way it needs to get done in order for your business to successfully differentiate itself
operar_modelo_gente_destreza_minima	8	T	cap_11	L105	It's your job, more accurately, the job of your business, to develop those tools and to teach your people how to use them
operar_modelo_gente_destreza_minima	9	T	cap_11	L107	It's your people's job to use the tools you've developed and to recommend improvements based on their experience with them
operar_modelo_gente_destreza_minima	10	T	cap_11	L111	The typical owner of a small business prefers highly skilled people because he believes they make his job easier; L113 prefers Management by Abdication to Management by Delegation. El libro describe el error y el paso lo vuelve comprobacion: la figura del aviso vuelto mandato, contenido del libro
probar_traje_azul_seis_semanas	1	T	cap_12	L63	For the first three weeks, wear a brown suit to work, a starched tan shirt, a brown tie (for men), and well-polished brown shoes. Make certain that all the elements of your suit are clean and well-pressed
probar_traje_azul_seis_semanas	2	T	cap_12	L63	For the following three weeks wear a navy blue suit, a good, starched white shirt, a tie with red in it (a pin or a scarf with red in it for women), and highly polished black shoes
recorrer_siete_pasos_programa_desarrollo_negocio	1	T	cap_13	L39	Your Business Development Program is the step-by-step process through which you convert your existing business, or the one you're about to create, into a perfectly organized model for thousands more just like it
recorrer_siete_pasos_programa_desarrollo_negocio	2	T	cap_13	L41	Your Business Development Program is the vehicle through which you can create your Franchise Prototype
recorrer_siete_pasos_programa_desarrollo_negocio	3	T	cap_13	L43	The Program is composed of seven distinct steps (el en este orden es la lista numerada de L45 a L57)
recorrer_siete_pasos_programa_desarrollo_negocio	4	T	cap_13	L45	1. Your Primary Aim
recorrer_siete_pasos_programa_desarrollo_negocio	5	T	cap_13	L47	2. Your Strategic Objective
recorrer_siete_pasos_programa_desarrollo_negocio	6	T	cap_13	L49	3. Your Organizational Strategy
recorrer_siete_pasos_programa_desarrollo_negocio	7	T	cap_13	L51	4. Your Management Strategy
recorrer_siete_pasos_programa_desarrollo_negocio	8	T	cap_13	L53	5. Your People Strategy
recorrer_siete_pasos_programa_desarrollo_negocio	9	T	cap_13	L55	6. Your Marketing Strategy
recorrer_siete_pasos_programa_desarrollo_negocio	10	T	cap_13	L57	7. Your Systems Strategy
responder_4_preguntas_estandares_objetivo_estrategico	1	T	cap_15	L169	There is no specific number of standards in your Strategic Objective. There are only specific questions that need to be answered
responder_4_preguntas_estandares_objetivo_estrategico	2	T	cap_15	L171	When is your Prototype going to be completed? In two years? Three? Ten?
responder_4_preguntas_estandares_objetivo_estrategico	3	T	cap_15	L173	Where are you going to be in business? Locally? Regionally? Nationally? Internationally?
responder_4_preguntas_estandares_objetivo_estrategico	4	T	cap_15	L175	How are you going to be in business? Retail? Wholesale? A combination of the two?
responder_4_preguntas_estandares_objetivo_estrategico	5	T	cap_15	L177	What standards are you going to insist upon regarding reporting, cleanliness, clothing, management, hiring, firing, training, and so forth?
responder_8_preguntas_construir_primary_aim	1	T	cap_14	L117	So before you start your business, or before you return to it tomorrow, ask yourself the following questions
responder_8_preguntas_construir_primary_aim	2	T	cap_14	L119	What do I wish my life to look like?
responder_8_preguntas_construir_primary_aim	3	T	cap_14	L121	How do I wish my life to be on a day-to-day basis?
responder_8_preguntas_construir_primary_aim	4	T	cap_14	L123	What would I like to be able to say I truly know in my life, about my life?
responder_8_preguntas_construir_primary_aim	5	T	cap_14	L125	How would I like to be with other people in my life, my family, my friends, my business associ ates, my customers, my employees, my community?
responder_8_preguntas_construir_primary_aim	6	T	cap_14	L127	How would I like people to think about me?
responder_8_preguntas_construir_primary_aim	7	T	cap_14	L129	What would I like to be doing two years from now? Ten years from now? Twenty years from now? When my life comes to a close?
responder_8_preguntas_construir_primary_aim	8	T	cap_14	L131	What specifically would I like to learn during my life, spiritually, physically, financially, technically, intellectually? About relationships?
responder_8_preguntas_construir_primary_aim	9	T	cap_14	L133	How much money will I need to do the things I wish to do? By when will I need it?
trazar_modelo_negocio_cliente_primero	1	T	cap_08	L109	It's a model of a business that fulfills the perceived needs of a specific segment of customers in an innovative way
trazar_modelo_negocio_cliente_primero	2	T	cap_08	L115	When The Entrepreneur creates the model, he surveys the world and asks: Where is the opportunity?
trazar_modelo_negocio_cliente_primero	3	T	cap_08	L115	Having identified it, he then goes back to the drawing board
trazar_modelo_negocio_cliente_primero	4	T	cap_08	L115	and constructs a solution to the frustrations he finds among a certain group of customers
trazar_modelo_negocio_cliente_primero	5	T	cap_08	L115	A solution in the form of a business that looks and acts in a very specific way, the way the customer needs it to look and act, not The Entrepreneur
trazar_modelo_negocio_cliente_primero	6	T	cap_08	L117	How will my business look to the customer? The Entrepreneur asks
trazar_modelo_negocio_cliente_primero	7	T	cap_08	L117	How will my business stand out from all the rest?
trazar_modelo_negocio_cliente_primero	8	T	cap_08	L119	the Entrepreneurial Model does not start with a picture of the business to be created but of the customer for whom the business is to be created
trazar_modelo_negocio_cliente_primero	9	T	cap_08	L121	It understands that without a clear picture of that customer, no business can succeed
unificar_color_forma_vestuario_modelo	1	T	cap_11	L215	Marketing studies tell us that all consumers are moved to act by the colors and shapes they find in the marketplace; L217 Different consumer groups simply respond differently to specific colors and shapes
unificar_color_forma_vestuario_modelo	2	T	cap_11	L229	The colors you show your customer must be scientifically determined
unificar_color_forma_vestuario_modelo	3	T	cap_11	L229	and then used throughout your model, on the walls, the floors, the ceiling, the vehicles, the invoices, your people's clothes, the displays, the signs
unificar_color_forma_vestuario_modelo	4	T	cap_11	L231	The model must be thought of as a package for your one and only product, your business
unificar_color_forma_vestuario_modelo	5	T	cap_11	L233	Just as with colors, there are shapes that work and shapes that don't, on your business card, your signs, your logo, your merchandise displays
unificar_color_forma_vestuario_modelo	6	T	cap_11	L235	In one test, Cheskin showed that a triangle produced far fewer sales than a circle, and a crest outproduced both by a significant margin (Cheskin, founder of the Color Research Institute, L221)
unificar_color_forma_vestuario_modelo	7	T	cap_11	L239	The shape of your sign, your logo, the type style used on your business cards will have a significant impact on sales whether you care to think about it or not
unificar_color_forma_vestuario_modelo	8	T	cap_11	L241	Your Prototype must be packaged as carefully as any box of cereal
